name,year,type,link,second_name,sex,id,department,link2,hirsh
Удут Владимир Васильевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63352.ln-ru,Васильевич,m,5119,Отделение медицинских наук РАН,NA,NA
Узенер Герман Карл,1886,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52445.ln-ru,Карл,m,5120,NA,NA,NA
Уилсон (Вильсон) Горас Хеймен,1845,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52447.ln-ru,Горас,m,5121,NA,NA,NA
Уильямсон (Вильямсон) Александр Уильям,1891,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52448.ln-ru,Александр,m,5122,NA,NA,NA
Уитни Уильям Дуайт,1875,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52449.ln-ru,Дуайт,m,5123,NA,NA,NA
Умрюхин Евгений Алексеевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63353.ln-ru,Алексеевич,m,5124,Отделение медицинских наук РАН,NA,NA
Уолкотт Чарлз Дулиттл,1895,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52451.ln-ru,Дулиттл,m,5125,NA,NA,NA
Уотсон (Ватсон) Дэвид Мередит Сирс,1932,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52454.ln-ru,Дэвид,m,5126,NA,NA,NA
Упадышев Михаил Тарьевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64229.ln-ru,Тарьевич,m,5127,NA,NA,NA
Уразова Ольга Ивановна,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64356.ln-ru,Ивановна,f,5128,Отделение медицинских наук РАН,NA,NA
Урбен Жорж,1925,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52457.ln-ru,NA,m,5129,NA,NA,NA
Уржумцев Юрий Степанович,1981,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-865.ln-ru,Степанович,m,5130,NA,NA,NA
Урываев Леонид Викторович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63354.ln-ru,Викторович,m,5131,Отделение медицинских наук РАН,NA,NA
Усачев Дмитрий Юрьевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64267.ln-ru,Юрьевич,m,5132,Отделение медицинских наук РАН,NA,NA
Усков Игорь Борисович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63130.ln-ru,Борисович,m,5133,NA,NA,NA
Услар Петр Карлович,1868,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52460.ln-ru,Карлович,m,5134,NA,NA,NA
Успенский Александр Витальевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63131.ln-ru,Витальевич,m,5135,NA,NA,NA
Успенский Федор Борисович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64209.ln-ru,Борисович,m,5136,NA,NA,NA
Уссинг Йохан Лудвиг,1898,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52464.ln-ru,Лудвиг,m,5137,NA,NA,NA
Устинов Виктор Михайлович,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58640.ln-ru,Михайлович,m,5138,Отделение нанотехнологий и информационных технологий РАН,http://www.expertcorps.ru/science/whoiswho/info/40824,61
Устинов Николай Дмитриевич,1981,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52465.ln-ru,Дмитриевич,m,5139,NA,NA,NA
Уткин Владимир Иванович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53872.ln-ru,Иванович,m,5140,NA,NA,NA
Утков Юрий Андреевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63132.ln-ru,Андреевич,m,5141,NA,NA,NA
Ушаков Владимир Николаевич,2006,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58392.ln-ru,Николаевич,m,5142,"Отделение энергетики, машиностроения, механики и процессов управления РАН",NA,NA
Ушаков Дмитрий Викторович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61963.ln-ru,Викторович,m,5143,Отделение общественных наук РАН,NA,NA
Ушаков Дмитрий Николаевич,1939,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52468.ln-ru,Николаевич,m,5144,NA,NA,NA
Ушаков Сергей Николаевич,1943,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52469.ln-ru,Николаевич,m,5145,NA,NA,NA
Фабелинский Иммануил Лазаревич,1979,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-396.ln-ru,Лазаревич,m,5146,NA,NA,NA
Фаддеев Дмитрий Константинович,1964,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52471.ln-ru,Константинович,m,5147,NA,NA,NA
Фадеев Валентин Викторович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64309.ln-ru,Викторович,m,5148,Отделение медицинских наук РАН,NA,NA
Фадин Виктор Сергеевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64131.ln-ru,Сергеевич,m,5149,Отделение физических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40308,45
Файнберг Владимир Яковлевич,1926,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49166.ln-ru,Яковлевич,m,5150,NA,NA,NA
Фанарджян Виктор Варфоломеевич,1984,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1856.ln-ru,Варфоломеевич,m,5151,NA,NA,NA
Фармаковский Борис Владимирович,1914,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52475.ln-ru,Владимирович,m,5152,NA,NA,NA
Фасмер Макс Юлиус Фридрих (Максим Романович),1928,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52476.ln-ru,Юлиус,m,5153,NA,NA,NA
Фаянс Казимир,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52477.ln-ru,NA,m,5154,NA,NA,NA
Федик Иван Иванович,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49184.ln-ru,Иванович,m,5155,"Отделение энергетики, машиностроения, механики и процессов управления РАН",NA,NA
Федин Владимир Петрович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-57760.ln-ru,Петрович,m,5156,Отделение химии и наук о материалах РАН,http://www.expertcorps.ru/science/whoiswho/info/40648,41
Федоренко Николай Трофимович,1958,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2603.ln-ru,Трофимович,m,5157,NA,NA,NA
Федоров Александр Александрович,1964,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52479.ln-ru,Александрович,m,5158,NA,NA,NA
Федоров Андрей Александрович,1970,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52480.ln-ru,Александрович,m,5159,NA,NA,NA
Фёдоров Валентин Петрович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-59644.ln-ru,Петрович,m,5160,Отделение глобальных проблем и международных отношений РАН,NA,NA
Федоров Евграф Евграфович,1946,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52483.ln-ru,Евграфович,m,5161,NA,NA,NA
Федоров Константин Николаевич,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52485.ln-ru,Николаевич,m,5162,NA,NA,NA
Федоров Святослав Николаевич,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1857.ln-ru,Николаевич,m,5163,NA,NA,NA
Федоров Сергей Филиппович,1939,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52486.ln-ru,Филиппович,m,5164,NA,NA,NA
Федоров Юрий Николаевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63134.ln-ru,Николаевич,m,5165,NA,NA,NA
Федоровский Николай Михайлович,1933,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52488.ln-ru,Михайлович,m,5166,NA,NA,NA
Федорук Михаил Петрович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-58274.ln-ru,Петрович,m,5167,Отделение нанотехнологий и информационных технологий РАН,http://www.expertcorps.ru/science/whoiswho/info/55581,19
Федосеев Глеб Борисович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63355.ln-ru,Борисович,m,5168,Отделение медицинских наук РАН,NA,NA
Федотов Анатолий Михайлович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2912.ln-ru,Михайлович,m,5169,Отделение нанотехнологий и информационных технологий РАН,NA,NA
Федотьев Павел Павлович,1933,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52490.ln-ru,Павлович,m,5170,NA,NA,NA
Федченко Ольга Александровна,1906,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52491.ln-ru,Александровна,f,5171,NA,NA,NA
Федынский Всеволод Владимирович,1968,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52492.ln-ru,Владимирович,m,5172,NA,NA,NA
Федюшкин Игорь Леонидович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61945.ln-ru,Леонидович,m,5173,NA,http://www.expertcorps.ru/science/whoiswho/info/41461,33
Феодосьев Всеволод Иванович,1979,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52493.ln-ru,Иванович,m,5174,NA,NA,NA
Феофилов Петр Петрович,1964,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52494.ln-ru,Петрович,m,5175,NA,NA,NA
Фердман Давид Лазаревич,1946,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52496.ln-ru,Лазаревич,m,5176,NA,NA,NA
Ферми Энрико,1929,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52497.ln-ru,NA,m,5177,NA,NA,NA
Фесенко Евгений Евгеньевич,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1555.ln-ru,Евгеньевич,m,5178,Отделение биологических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40884,21
Фесенко Евгений Евгеньевич,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-1555.ln-ru,Евгеньевич,m,5178,Отделение сельскохозяйственных наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40884,21
"Фет Афанасий Афанасьевич, (настоящая фамилия Шеншин)",1886,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52500.ln-ru,"Афанасьевич,",m,5179,NA,NA,NA
Фетисов Глеб Геннадьевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60561.ln-ru,Геннадьевич,m,5180,Отделение общественных наук РАН,NA,NA
Фиккер Генрих фон,1929,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52502.ln-ru,фон,m,5181,NA,NA,NA
Филаретова Людмила Павловна,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-62016.ln-ru,Павловна,f,5182,NA,http://www.expertcorps.ru/science/whoiswho/info/48397,17
Филатов Николай Николаевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64345.ln-ru,Николаевич,m,5183,Отделение наук о Земле РАН,NA,NA
Филатов Николай Николаевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64345.ln-ru,Николаевич,m,5183,Отделение медицинских наук РАН,NA,NA
Филатов Николай Николаевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-3538.ln-ru,Николаевич,m,5184,Отделение наук о Земле РАН,NA,NA
Филатов Николай Николаевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-3538.ln-ru,Николаевич,m,5184,Отделение медицинских наук РАН,NA,NA
Филатов Юрий Михайлович,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63356.ln-ru,Михайлович,m,5185,Отделение медицинских наук РАН,NA,NA
Филачев Анатолий Михайлович,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60151.ln-ru,Михайлович,m,5186,Отделение нанотехнологий и информационных технологий РАН,NA,NA
Филдс Джон Чарлз,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52503.ln-ru,Чарлз,m,5187,NA,NA,NA
Филин Федот Петрович,1962,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52504.ln-ru,Петрович,m,5188,NA,NA,NA
Филиппов Александр Никитич,1914,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52505.ln-ru,Никитич,m,5189,NA,NA,NA
Филиппов Василий Васильевич,1997,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-866.ln-ru,Васильевич,m,5190,"Отделение энергетики, машиностроения, механики и процессов управления РАН",NA,NA
Финкельштейн Алексей Витальевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60553.ln-ru,Витальевич,m,5191,Отделение биологических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40994,41
Финкельштейн Алексей Витальевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60553.ln-ru,Витальевич,m,5191,Отделение сельскохозяйственных наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40994,41
Финкельштейн Андрей Михайлович,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-504.ln-ru,Михайлович,m,5192,NA,NA,NA
Финлей Джордж,1865,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52507.ln-ru,NA,m,5193,NA,NA,NA
Фино Луи,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52508.ln-ru,NA,m,5194,NA,NA,NA
Фиорелли Джузеппе,1876,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52509.ln-ru,NA,m,5195,NA,NA,NA
Фирсов Александр Алексеевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63357.ln-ru,Алексеевич,m,5196,Отделение медицинских наук РАН,http://www.expertcorps.ru/science/whoiswho/info/45005,20
Фисун Александр Яковлевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64343.ln-ru,Яковлевич,m,5197,Отделение медицинских наук РАН,NA,NA
Фитуни Леонид Леонидович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64278.ln-ru,Леонидович,m,5198,Отделение глобальных проблем и международных отношений РАН,NA,NA
Фишер Герман Эмиль,1899,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52511.ln-ru,Эмиль,m,5199,NA,NA,NA
Фишер Себастьян,1851,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52513.ln-ru,NA,m,5200,NA,NA,NA
Фишер Федор Богданович (Фридрих Эрнст Людвиг) фон,1819,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52514.ln-ru,Богданович,m,5201,NA,NA,NA
Фишер фон Вальдгейм Григорий Иванович (Иоганн Готхельф),1805,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52515.ln-ru,Вальдгейм,m,5202,NA,NA,NA
Флавицкий Флавиан Михайлович,1907,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52516.ln-ru,Михайлович,m,5203,NA,NA,NA
Флёров Юрий Арсениевич,2003,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-3839.ln-ru,Арсениевич,m,5204,Отделение математических наук РАН,NA,NA
Флинт Михаил Владимирович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2144.ln-ru,Владимирович,m,5205,Отделение наук о Земле РАН,http://www.expertcorps.ru/science/whoiswho/info/45255,15
Флоренсов Николай Александрович,1960,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52519.ln-ru,Александрович,m,5206,NA,NA,NA
Флорин Виктор Анатольевич,1953,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52521.ln-ru,Анатольевич,m,5207,NA,NA,NA
Флоринский Тимофей Дмитриевич,1898,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52522.ln-ru,Дмитриевич,m,5208,NA,NA,NA
Флоря Борис Николаевич,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49264.ln-ru,Николаевич,m,5209,Отделение историко-филологических наук РАН,NA,NA
Флуранс Мари -Жан-Пьер,1856,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52524.ln-ru,-Жан-Пьер,m,5210,NA,NA,NA
Флюгель Густав Леберехт,1857,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52525.ln-ru,Леберехт,m,5211,NA,NA,NA
Фогель Герман Карл,1892,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52526.ln-ru,Карл,m,5212,NA,NA,NA
Фогт Йохан Герман Ли,1912,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52527.ln-ru,Герман,m,5213,NA,NA,NA
Фольборт Александр Федорович,1863,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52530.ln-ru,Федорович,m,5214,NA,NA,NA
Фомин Александр Иванович,1795,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52532.ln-ru,Иванович,m,5215,NA,NA,NA
Фомин Виктор Викторович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64288.ln-ru,Викторович,m,5216,Отделение медицинских наук РАН,NA,NA
Фомин Владимир Владимирович,1964,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52533.ln-ru,Владимирович,m,5217,NA,NA,NA
Фомин Игорь Акиндинович,2000,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-49160.ln-ru,Акиндинович,m,5218,Отделение физических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/39511,18
Фотиади Эпаминонд Эпаминондович,1958,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52539.ln-ru,Эпаминондович,m,5219,NA,NA,NA
Фохт (Фойхт) Оскар,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52541.ln-ru,Оскар,m,5220,NA,NA,NA
Фохт Иоганнес,1856,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52540.ln-ru,NA,m,5221,NA,NA,NA
Франк Джеймс,1927,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52543.ln-ru,NA,m,5222,NA,NA,NA
Франкёр Луи-Бенжамен,1809,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52545.ln-ru,NA,m,5223,NA,NA,NA
Франкланд Эдвард,1876,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52546.ln-ru,NA,m,5224,NA,NA,NA
Фрейганг Василий Иванович (Вильгельм) фон,1832,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52550.ln-ru,Иванович,m,5225,NA,NA,NA
Фрейдлин Ирина Соломоновна,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63358.ln-ru,Соломоновна,f,5226,Отделение медицинских наук РАН,NA,NA
Фрейдлина Рахиль Хацкелевна,1958,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52551.ln-ru,Хацкелевна,f,5227,NA,NA,NA
Фрейман Александр Арнольдович,1928,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52552.ln-ru,Арнольдович,m,5228,NA,NA,NA
Фрейтаг Георг Вильгельм Фридрих,1831,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52553.ln-ru,Вильгельм,m,5229,NA,NA,NA
Фреми Эдмон,1856,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52554.ln-ru,NA,m,5230,NA,NA,NA
Фрёнер Вильгельм или Кретьен-Эдуард-Луи-Гийом,1877,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52557.ln-ru,или,m,5231,NA,NA,NA
Френкель Яков Ильич,1929,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52556.ln-ru,Ильич,m,5232,NA,NA,NA
Фридель Шарль,1894,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52558.ln-ru,NA,m,5233,NA,NA,NA
Фриз Яков (Якоб) Яковлевич,1788,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52565.ln-ru,(Якоб),m,5234,NA,NA,NA
Фримэн Эдуард Август,1875,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52568.ln-ru,Август,m,5235,NA,NA,NA
Фрис Элиас Магнус,1850,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52569.ln-ru,Магнус,m,5236,NA,NA,NA
Фрисман Ефим Яковлевич,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53201.ln-ru,Яковлевич,m,5237,Отделение биологических наук РАН,NA,NA
Фрисман Ефим Яковлевич,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-53201.ln-ru,Яковлевич,m,5237,Отделение сельскохозяйственных наук РАН,NA,NA
Фриш Сергей Эдуардович,1946,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52572.ln-ru,Эдуардович,m,5238,NA,NA,NA
Фролик Виллем,1862,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52573.ln-ru,NA,m,5239,NA,NA,NA
Фролов Дмитрий Владимирович,2011,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-62041.ln-ru,Владимирович,m,5240,Отделение историко-филологических наук РАН,NA,NA
Фролов Иван Евгеньевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-62482.ln-ru,Евгеньевич,m,5241,Отделение наук о Земле РАН,NA,NA
Фудин Николай Андреевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63359.ln-ru,Андреевич,m,5242,Отделение медицинских наук РАН,NA,NA
Фукар Поль-Франсуа,1893,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52575.ln-ru,NA,m,5243,NA,NA,NA
Фуко Жан-Бернар-Леон,1860,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52576.ln-ru,NA,m,5244,NA,NA,NA
Фукс Иммануель Лазарус,1895,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52577.ln-ru,Лазарус,m,5245,NA,NA,NA
Фурман Евгений Григорьевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64360.ln-ru,Григорьевич,m,5246,Отделение медицинских наук РАН,NA,NA
Фуше Альфред-Шарль-Огюст,1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52583.ln-ru,NA,m,5247,NA,NA,NA
Хабибуллаев Пулат Киргизбаевич,1984,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-711.ln-ru,Киргизбаевич,m,5248,NA,NA,NA
Хавинсон Владимир Хацкелевич,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-61622.ln-ru,Хацкелевич,m,5249,Отделение медицинских наук РАН,http://www.expertcorps.ru/science/whoiswho/info/40726,23
Хаждеу Богдан Петричейку,1883,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52586.ln-ru,Петричейку,m,5250,NA,NA,NA
Хазанов Ефим Аркадьевич,2008,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-60522.ln-ru,Аркадьевич,m,5251,Отделение физических наук РАН,http://www.expertcorps.ru/science/whoiswho/info/42225,60
Хаитов Myca Рахимович,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64321.ln-ru,Рахимович,m,5252,Отделение медицинских наук РАН,NA,NA
Хайбуллин Ильдус Бариевич,1991,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-398.ln-ru,Бариевич,m,5253,NA,NA,NA
Хайкин Моисей Семенович,1987,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52587.ln-ru,Семенович,m,5254,NA,NA,NA
Хайнд Джон Рассел,1878,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52588.ln-ru,Рассел,m,5255,NA,NA,NA
Хакимова Софья Хафизовна,2014,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-63361.ln-ru,Хафизовна,f,5256,NA,NA,NA
Халанский Михаил Георгиевич,1909,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52589.ln-ru,Георгиевич,m,5257,NA,NA,NA
Хандриков Митрофан Федорович,1896,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52591.ln-ru,Федорович,m,5258,NA,NA,NA
Ханыков Николай Владимирович,1852,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52592.ln-ru,Владимирович,m,5259,NA,NA,NA
Харди Годфри Харолд (Гарольд),1924,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52593.ln-ru,Харолд,m,5260,NA,NA,NA
Харлампович Константин Васильевич,1916,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52596.ln-ru,Васильевич,m,5261,NA,NA,NA
Харлан Ричард,1838,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52597.ln-ru,NA,m,5262,NA,NA,NA
Хасанов Рустем Шамильевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64270.ln-ru,Шамильевич,m,5263,Отделение медицинских наук РАН,http://www.expertcorps.ru/science/whoiswho/info/58154,10
Хасбулатов Руслан Имранович,1991,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-2422.ln-ru,Имранович,m,5264,Отделение общественных наук РАН,NA,NA
Хатьков Игорь Евгеньевич,2016,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-64246.ln-ru,Евгеньевич,m,5265,Отделение медицинских наук РАН,NA,NA
Хачапуридзе Георгий Васильевич,1939,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52600.ln-ru,Васильевич,m,5266,NA,NA,NA
Хвольсон Даниил Абрамович,1858,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52602.ln-ru,Абрамович,m,5267,NA,NA,NA
Хвольсон Орест Данилович,1895,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52603.ln-ru,Данилович,m,5268,NA,NA,NA
Хёггинс Уильям сэр,1901,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52611.ln-ru,сэр,m,5269,NA,NA,NA
Хельквист Герман Августович,1958,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52608.ln-ru,Августович,m,5270,NA,NA,NA
Херверден Хенрик ван,1887,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52609.ln-ru,ван,m,5271,NA,NA,NA
Химич Георгий Лукич,1968,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52614.ln-ru,Лукич,m,5272,NA,NA,NA
Хинчин Александр Яковлевич,1939,член-корреспондент,http://www.ras.ru/win/db/show_per.asp?P=.id-52615.ln-ru,Яковлевич,m,5273,NA,NA,NA
