name,year,type,link,second_name,sex,id
Делиус Генрих Фридрих,1791,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50320.ln-ru,Фридрих,m,7743
"Делянов Иван Давыдович, граф",1859,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50323.ln-ru,"Давыдович,",m,7744
"Демидов Анатолий Николаевич, князь Сан-Донато",1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50326.ln-ru,"Николаевич,",m,7745
Демидов Павел Николаевич,1831,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50327.ln-ru,Николаевич,m,7746
Дестрем Морис Гугович (Жан-Антуан-Морис),1842,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50333.ln-ru,Гугович,m,7747
Джоли Джон ,1930,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50342.ln-ru,"",m,7748
Дзанотти (Цанотти) Эустакио ,1760,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50344.ln-ru,Эустакио,m,7749
"Дибич-Забалканский Иван Иванович, граф",1826,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50347.ln-ru,"Иванович,",m,7750
Дидро Дени ,1773,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50348.ln-ru,"",m,7751
Добантон Луи-Жан-Мари ,1776,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50361.ln-ru,"",m,7752
Дондуков-Корсаков Михаил Александрович,1837,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50375.ln-ru,Александрович,m,7753
Доппельмайер Иоганн Габриель,1740,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50378.ln-ru,Габриель,m,7754
Дрейер Иоганн Карл Генрих,1762,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50383.ln-ru,Карл,m,7755
Дроздов Василий Михайлович (митрополит Филарет),1827,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50385.ln-ru,Михайлович,m,7756
Дружинин Яков Александрович,1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50389.ln-ru,Александрович,m,7757
Дувийе Жозеф-Анри-Фердинанд ,1929,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50396.ln-ru,"",m,7758
Дучич Нитшефор ,1899,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50400.ln-ru,"",m,7759
"Дэви Гемфри сэр, баронет",1826,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50406.ln-ru,"сэр,",m,7760
Дюамель дю Монсо Анри-Луи ,1760,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50410.ln-ru,Монсо,m,7761
Дювернуа Иоганн Георг,1741,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50413.ln-ru,Георг,m,7762
Дюмареск Даниил (Даниэль),1762,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50416.ln-ru,(Даниэль),m,7763
Дюпен Пьер-Шарль-Франсуа ,1826,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50418.ln-ru,"",m,7764
Егоров Дмитрий Федорович,1929,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50425.ln-ru,Федорович,m,7765
"Елизавета Полина Оттилия Луиза (псевдоним Кармен Сильва), королева",1898,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50426.ln-ru,Оттилия,m,7766
Ермолов Алексей Петрович,1818,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50434.ln-ru,Петрович,m,7767
Ермолов Алексей Сергеевич,1899,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50435.ln-ru,Сергеевич,m,7768
Жакен Николаус Йозеф фон,1780,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50444.ln-ru,Йозеф,m,7769
Жемчужников Алексей Михайлович,1900,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50452.ln-ru,Михайлович,m,7770
Жуковский Василий Андреевич,1827,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50471.ln-ru,Андреевич,m,7771
Забелин Иван Егорович,1907,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50476.ln-ru,Егорович,m,7772
Загорский Петр Андреевич,1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50484.ln-ru,Андреевич,m,7773
Загоскин Михаил Николаевич,1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50485.ln-ru,Николаевич,m,7774
Залуский Иосиф Андрей (Йозеф Анджей),1748,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50491.ln-ru,Андрей,m,7775
Захарьин Григорий Антонович,1885,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50498.ln-ru,Антонович,m,7776
Здекауер Николай Федорович,1885,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50502.ln-ru,Федорович,m,7777
Зегнер Иоганн Андреас фон,1753,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50503.ln-ru,Андреас,m,7778
Зеленой (Зеленый) Семен Ильич,1873,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50506.ln-ru,Семен,m,7779
Зелинский Фаддей Францевич,1916,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50508.ln-ru,Францевич,m,7780
Зёммеринг Самуэль Томас,1819,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50518.ln-ru,Томас,m,7781
Зиновьев Иван Алексеевич,1901,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50523.ln-ru,Алексеевич,m,7782
Златовратский Николай Николаевич,1909,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50525.ln-ru,Николаевич,m,7783
Зоммерфельд Арнольд Иоганн Вильгельм,1929,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50530.ln-ru,Иоганн,m,7784
Зюсс Эдуард ,1901,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50539.ln-ru,"",m,7785
Игнатьев Павел Николаевич,1856,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-53171.ln-ru,Николаевич,m,7786
Игнатьев Павел Николаевич,1917,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-53172.ln-ru,Николаевич,m,7787
Ильинский Михаил Александрович,1935,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50562.ln-ru,Александрович,m,7788
Император Николай I,1826,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50570.ln-ru,I,m,7789
Италинский Андрей Яковлевич,1819,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50590.ln-ru,Яковлевич,m,7790
Каау-Бургаве Авраам (Абрахам),1744,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50593.ln-ru,(Абрахам),m,7791
Каау-Бургаве Герман ,1750,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50594.ln-ru,"",m,7792
Каблуков Иван Алексеевич,1932,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50596.ln-ru,Алексеевич,m,7793
Казадаев Александр Васильевич,1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50601.ln-ru,Васильевич,m,7794
Кайзер Генрих Густав Иоганнес,,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50608.ln-ru,Густав,m,7795
Каменецкий Осип Кириллович,1817,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50054.ln-ru,Кириллович,m,7796
Кампер Петрус ,1778,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50620.ln-ru,"",m,7797
Канкрин Егор Францевич,1824,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50621.ln-ru,Францевич,m,7798
Кант Иммануил ,1794,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50623.ln-ru,"",m,7799
Капеллини Джованни ,1908,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50626.ln-ru,"",m,7800
Каподистрия Иоанн (Иоаннес) Антонович,1818,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50631.ln-ru,(Иоаннес),m,7801
Карамзин Николай Михайлович,1818,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50639.ln-ru,Михайлович,m,7802
Кареев Николай Иванович,1929,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50645.ln-ru,Иванович,m,7803
Карпинский Никон Карпович,1794,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50654.ln-ru,Карпович,m,7804
Каррель Алексис ,1927,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50655.ln-ru,"",m,7805
Катенин Александр Андреевич,1858,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50661.ln-ru,Андреевич,m,7806
Катенин Павел Александрович,1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50662.ln-ru,Александрович,m,7807
Кауслер Христоф Фридрих,1798,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50664.ln-ru,Фридрих,m,7808
Кауфман Константин Петрович фон,1873,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50665.ln-ru,Петрович,m,7809
Кауфман Михаил Петрович фон,1885,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50666.ln-ru,Петрович,m,7810
"Кверини Анджело Мариа (Джироламо), кардинал",1748,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50672.ln-ru,Мариа,m,7811
Кейзерлинг Александр Андреевич,1887,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50674.ln-ru,Андреевич,m,7812
Кёльрейтер Йозеф (Иосиф) Готлиб или Феофил,1765,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50695.ln-ru,(Иосиф),m,7813
Кеннон Уолтер (Вальтер) Бредфорд,1942,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50684.ln-ru,(Вальтер),m,7814
Кербедз Станислав Валерианович,1858,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50687.ln-ru,Валерианович,m,7815
Кёстнер (Кестнер) Абрахам (Абрагам) Готгельф,1786,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50700.ln-ru,Абрахам,m,7816
Кижнер Николай Матвеевич,1934,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50704.ln-ru,Матвеевич,m,7817
Кис Иоганнес ,1760,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50718.ln-ru,"",m,7818
"Киселев Павел Дмитриевич, граф",1855,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50719.ln-ru,"Дмитриевич,",m,7819
Клапрот Мартин Генрих,1805,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50725.ln-ru,Генрих,m,7820
Клейн Якоб Теодор,1755,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50058.ln-ru,Теодор,m,7821
Клементьевский Николай Степанович (митрополит Никанор),1849,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50060.ln-ru,Степанович,m,7822
Клеро Алексис-Клод ,1753,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50062.ln-ru,"",m,7823
Клюгель Георг Симон,1794,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50737.ln-ru,Симон,m,7824
Ключевский Василий Осипович,1908,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50738.ln-ru,Осипович,m,7825
Книпович Николай Михайлович,1935,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50740.ln-ru,Михайлович,m,7826
Княжевич Александр Максимович,1859,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50743.ln-ru,Максимович,m,7827
Княжевич Дмитрий Максимович,1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50744.ln-ru,Максимович,m,7828
Ковалевский Евграф Петрович,1856,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50752.ln-ru,Петрович,m,7829
Ковалевский Егор Петрович,1857,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50753.ln-ru,Петрович,m,7830
Козицкий Григорий Васильевич,1767,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50767.ln-ru,Васильевич,m,7831
Кондоиди Павел Захарович,1753,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50790.ln-ru,Захарович,m,7832
"Кондорсе Мари-Жан-Антуан-Никола Карита де, маркиз",1776,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50791.ln-ru,Карита,m,7833
Кони Анатолий Федорович,1896,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50795.ln-ru,Федорович,m,7834
Короленко Владимир Галактионович,1900,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50819.ln-ru,Галактионович,m,7835
Корф Модест Андреевич,1852,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50826.ln-ru,Андреевич,m,7836
Коссель Альбрехт ,1926,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50830.ln-ru,"",m,7837
Котельников Семен (Симеон) Кириллович,1797,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50842.ln-ru,(Симеон),m,7838
Котляревский Нестор Александрович,1906,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50845.ln-ru,Александрович,m,7839
Коулбрук (Кольбрук) Генри Томас,1832,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50847.ln-ru,Генри,m,7840
Кочетов Иоаким Семенович,1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50851.ln-ru,Семенович,m,7841
Кочубей Виктор Павлович,1818,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50854.ln-ru,Павлович,m,7842
Кочубей Петр Аркадьевич,1876,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50855.ln-ru,Аркадьевич,m,7843
Коши Огюстен-Луи ,1831,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50856.ln-ru,"",m,7844
Красовский Александр Иванович,1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50868.ln-ru,Иванович,m,7845
Кратценштейн Христиан Готлиб,1753,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50873.ln-ru,Готлиб,m,7846
Крафт Георг Вольфганг,1745,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50874.ln-ru,Вольфганг,m,7847
Крейчтон Александр Александрович (Александер),1814,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50878.ln-ru,Александрович,m,7848
Крелль Лоренц (Флоренц) Фридрих фон,1786,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50881.ln-ru,(Флоренц),m,7849
"Кристиан VIII Фредерик, король  ",1844,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50891.ln-ru,"Фредерик,",m,7850
Кроме Август Фридрих Вильгельм,1829,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50894.ln-ru,Фридрих,m,7851
Крузе Карл Федорович (Карл Фридрих),1755,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50901.ln-ru,Федорович,m,7852
Крузенштерн Иван Федорович (Адам-Иоганн),1806,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50902.ln-ru,Федорович,m,7853
Крупская Надежда Константиновна,1931,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50905.ln-ru,Константиновна,f,7854
Кун Генрих ,1735,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50959.ln-ru,"",m,7855
"Кушелев-Безбородко Александр Григорьевич, граф",1830,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50978.ln-ru,"Григорьевич,",m,7856
"Кювье Жорж или Жан-Леопольд-Никола-Фредерик, барон",1802,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50982.ln-ru,или,m,7857
"Лагранж Жозеф-Луи де, граф",1776,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50996.ln-ru,"де,",m,7858
Лакайль Никола-Луи де,1755,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51004.ln-ru,де,m,7859
Лакруа Франсуа-Антуан-Альфред ,1925,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51005.ln-ru,"",m,7860
Лаксман Кирилл Густавович (Эрик Густав),1780,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51007.ln-ru,Густавович,m,7861
Лаланд Ле Франсуа Жозеф-Жером де,1764,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51008.ln-ru,Франсуа,m,7862
Лангле Луи-Матьё ,1818,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51012.ln-ru,"",m,7863
Ландау Эдмунд Георг Герман,1932,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51015.ln-ru,Георг,m,7864
Ланжевен Поль ,1929,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51018.ln-ru,"",m,7865
Ланской Сергей Степанович,1857,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51020.ln-ru,Степанович,m,7866
"Лаплас Пьер-Симон де, граф, затем маркиз",1802,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51022.ln-ru,"де,",m,7867
Лауренс Эрнест Орландо,1942,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51031.ln-ru,Орландо,m,7868
Лауэ Макс Теодор Феликс фон,1929,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51032.ln-ru,Теодор,m,7869
Ле Шателье Анри-Луи ,1926,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51034.ln-ru,Анри-Луи,m,7870
"Лев XIII Винченцо Джоакино Печчи, папа римский",1895,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50913.ln-ru,Винченцо,m,7871
Леви-Чивита Туллио ,1934,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51043.ln-ru,"",m,7872
Левшин Алексей Ираклиевич,1856,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51050.ln-ru,Ираклиевич,m,7873
Лейкарт Карл Георг Фридрих Рудольф,1895,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51058.ln-ru,Георг,m,7874
"Лейхтенбергский Максимилиан-Евгений-Иосиф-Август-Наполеон, князь",1839,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51060.ln-ru,князь,m,7875
"Лейхтенбергский Николай Максимилианович, герцог",1865,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51061.ln-ru,"Максимилианович,",m,7876
Лека Клод-Никола ,1757,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51062.ln-ru,"",m,7877
"Леклерк (Клерк) Николай Гавриил (Никола-Габриэль), граф",1765,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51064.ln-ru,Николай,m,7878
Ленгних Готфрид ,1737,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51070.ln-ru,"",m,7879
Лённрот Элиас ,1876,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51088.ln-ru,"",m,7880
Леруа Петр Людовик (Пьер-Луи),1748,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50919.ln-ru,Людовик,m,7881
Лессепс Фердинанд-Мари де,1876,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51084.ln-ru,де,m,7882
"Ливен Вильгельм Карлович, барон",1857,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51097.ln-ru,"Карлович,",m,7883
"Ливен Карл Андреевич, князь",1826,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51098.ln-ru,"Андреевич,",m,7884
Лилиенталь Михаил (Михаэль),1733,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51099.ln-ru,(Михаэль),m,7885
Линдгрен Вольдемар ,1932,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51100.ln-ru,"",m,7886
Линденау Бернгард Август фон,1840,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51103.ln-ru,Август,m,7887
Линней Карл ,1753,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51106.ln-ru,"",m,7888
Лионе Пьер ,1762,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51110.ln-ru,"",m,7889
Литке (Лютке) Федор Петрович (Фридрих Бенжамен),1855,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51116.ln-ru,Федор,m,7890
Лихтенберг Георг Кристоф,1794,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51122.ln-ru,Кристоф,m,7891
Лихтенштейн Мартин Генрих Карл,1832,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51124.ln-ru,Генрих,m,7892
"Лобанов-Ростовский Алексей Борисович, князь",1876,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51126.ln-ru,"Борисович,",m,7893
Лобанов Михаил Евстафьевич,1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51125.ln-ru,Евстафьевич,m,7894
Лодер Христиан Иванович (Юстус Христиан),1794,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51133.ln-ru,Иванович,m,7895
Лом Иоганн Генрих ван,1760,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51135.ln-ru,Генрих,m,7896
Лоренц Гендрик (Хендрик) Антон,1925,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51139.ln-ru,(Хендрик),m,7897
"Лорис-Меликов Михаил Тариелович, граф",1880,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51143.ln-ru,"Тариелович,",m,7898
Лорньа Антонио Мариа,1776,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51145.ln-ru,Мариа,m,7899
Лубяновский Федор Петрович,1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51150.ln-ru,Петрович,m,7900
Лужков Александр Иванович,1789,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50920.ln-ru,Иванович,m,7901
Льюис Гильберт Ньютон,1942,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51161.ln-ru,Ньютон,m,7902
Людерс Карл Карлович,1877,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51168.ln-ru,Карлович,m,7903
"Люинь Оноре-Теодорик-Поль-Жозеф Альберт д ', герцог",1856,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51171.ln-ru,Альберт,m,7904
"Магеллан (Магальянш) Жуан Жасинту (Джоао Гиацинто), де",1778,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51181.ln-ru,Жуан,m,7905
"Маи Анджело, кардинал",1843,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51186.ln-ru,кардинал,m,7906
Майкельсон Альберт Абрахам,1926,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51189.ln-ru,Абрахам,m,7907
"Макклесфилд (затем лорд Паркер) Джордж Чарлз, граф",1753,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51199.ln-ru,лорд,m,7908
Максимов Сергей Васильевич,1900,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51203.ln-ru,Васильевич,m,7909
Малле-Фавр Жак-Андрэ ,1776,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51211.ln-ru,"",m,7910
"Малов Алексей Иванович, протоиерей",1841,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51213.ln-ru,"Иванович,",m,7911
Мальтус Томас Роберт,1826,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51215.ln-ru,Роберт,m,7912
Мальцев Николай Сергеевич,1911,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51217.ln-ru,Сергеевич,m,7913
Маргграф Андреас Сигизмунд,1776,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50925.ln-ru,Сигизмунд,m,7914
Маринони Джованни Джакомо,1746,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51234.ln-ru,Джакомо,m,7915
Маскелин (Маскелайн) Невил ,1776,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51247.ln-ru,Невил,m,7916
Мейдингер Карл фон,1794,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51262.ln-ru,фон,m,7917
"Мейендорф Петр Казимирович, барон",1856,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51264.ln-ru,"Казимирович,",m,7918
"Мекленбург-Стрелицкий Георг, герцог",1856,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51273.ln-ru,герцог,m,7919
Меландер или Меландергельм (с 1778) Даниель ,1776,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51274.ln-ru,Меландергельм,m,7920
Мельников Павел Петрович,1858,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51284.ln-ru,Петрович,m,7921
Мензбир Михаил Александрович,1926,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51289.ln-ru,Александрович,m,7922
"Меншиков Александр Сергеевич, князь",1831,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51292.ln-ru,"Сергеевич,",m,7923
Меран Жан-Жак Дорту де,1734,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51294.ln-ru,Дорту,m,7924
Мёринг Пауль Генрих Герхард,1780,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51309.ln-ru,Генрих,m,7925
Мессье Шарль-Жозеф ,1776,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51301.ln-ru,"",m,7926
"Меццофанти Джузеппе Гаспаре, кардинал",1843,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51302.ln-ru,"Гаспаре,",m,7927
Мечников Илья Ильич,1902,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51303.ln-ru,Ильич,m,7928
Миддендорф Александр Федорович (Александр Теодор),1865,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51314.ln-ru,Федорович,m,7929
Микелотти Пьетро Антонио,1725,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51316.ln-ru,Антонио,m,7930
Милютин Дмитрий Алексеевич,1866,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51335.ln-ru,Алексеевич,m,7931
Миндинг Фердинанд Готлибович (Эрнст Фердинанд Адольф),1879,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51336.ln-ru,Готлибович,m,7932
Мионне Теодор-Эдм ,1835,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51339.ln-ru,"",m,7933
Миттаг-Леффлер Густав Магнус,1926,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51345.ln-ru,Магнус,m,7934
Михайлов Константин Иванович,1902,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51351.ln-ru,Иванович,m,7935
Мичурин Иван Владимирович,1935,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51358.ln-ru,Владимирович,m,7936
Модель Иоганн Георг,1758,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-50929.ln-ru,Георг,m,7937
Молина Лаврентий Иосиф де,1767,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51365.ln-ru,Иосиф,m,7938
Молотов (Скрябин) Вячеслав Михайлович,1946,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51368.ln-ru,Вячеслав,m,7939
"Мольтке Хельмут Карл Бернгард фон, граф",1871,почетный член,http://www.ras.ru/win/db/show_per.asp?P=.id-51371.ln-ru,Карл,m,7940
