name,department,sex
Литвак Александр Григорьевич,президиум,m
Литвинов Виталий Ильич,Отделение медицинских наук РАН,m
Литвицкий Петр Францевич,Отделение медицинских наук РАН,m
Лихолобов Владимир Александрович,Отделение химии и наук о материалах РАН,m
Лишманов Юрий Борисович,Отделение медицинских наук РАН,m
Лобанов Константин Валентинович,Отделение наук о Земле РАН,m
Ловаш Ласло,Отделение математических наук РАН,m
Логачев Павел Владимирович,президиум,m
Логунов Денис Юрьевич,Отделение медицинских наук РАН,m
Лодденкемпер Роберт,Отделение медицинских наук РАН,m
Ломакин Евгений Викторович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Ломиворотов Владимир Владимирович,Отделение медицинских наук РАН,m
Лопота Виталий Александрович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Лоран Олег Борисович,Отделение медицинских наук РАН,m
Лориус Клод,Отделение наук о Земле РАН,m
Лу Юнсян,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Лудден Джон,Отделение наук о Земле РАН,m
Лукашева Елена Андреевна,Отделение общественных наук РАН,f
Лукашин Алексей Викторович,Отделение химии и наук о материалах РАН,m
Луке Антонио,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Лукичев Владимир Федорович,Отделение нанотехнологий и информационных технологий РАН,m
Лукьянов Константин Анатольевич,Отделение биологических наук РАН,m
Лукьянов Константин Анатольевич,Отделение сельскохозяйственных наук РАН,m
Лукьянов Сергей Анатольевич,Отделение биологических наук РАН,m
Лукьянов Сергей Анатольевич,Отделение сельскохозяйственных наук РАН,m
Лукьянова Людмила Дмитриевна,Отделение медицинских наук РАН,f
Луцевич Олег Эммануилович,Отделение медицинских наук РАН,m
Лыкосов Василий Николаевич,Отделение наук о Земле РАН,m
Львов Дмитрий Константинович,Отделение медицинских наук РАН,m
Ляхович Вячеслав Валентинович,Отделение медицинских наук РАН,m
Магазаник Лев Гиршевич,Отделение физиологических наук РАН,m
Магеррамов Абель Мамедали оглы,Отделение химии и наук о материалах РАН,m
Магнуссон Давид,Отделение общественных наук РАН,m
Магомедов Магомед-Расул Дибирович,Отделение биологических наук РАН,m
Магомедов Магомед-Расул Дибирович,Отделение сельскохозяйственных наук РАН,m
Маевский Владимир Иванович,Отделение общественных наук РАН,m
Мазуров Вадим Иванович,Отделение медицинских наук РАН,m
Мазуров Виктор Данилович,Отделение математических наук РАН,m
Майани Лучано,Отделение физических наук РАН,m
Майор Федерико,Отделение биологических наук РАН,m
Майор Федерико,Отделение сельскохозяйственных наук РАН,m
Майстренко Николай Анатольевич,Отделение медицинских наук РАН,m
Макаров Александр Александрович,президиум,m
Макаров Николай Андреевич,президиум,m
Макацария Александр Давидович,Отделение медицинских наук РАН,m
Макеев Всеволод Юрьевич,Отделение биологических наук РАН,m
Макеев Всеволод Юрьевич,Отделение сельскохозяйственных наук РАН,m
Макнатт Марша Кемпер,Отделение наук о Земле РАН,m
Максимов Аркадий Леонидович,Отделение физиологических наук РАН,m
Малахов Владимир Васильевич,Отделение биологических наук РАН,m
Малахов Владимир Васильевич,Отделение сельскохозяйственных наук РАН,m
Малышев Юрий Николаевич,Отделение наук о Земле РАН,m
Мамедов Ариф Мамедович,Отделение медицинских наук РАН,m
Мамфорд Дэвид Брайант,Отделение математических наук РАН,m
Манин Юрий Иванович,Отделение математических наук РАН,m
Манн Вольф,Отделение медицинских наук РАН,m
Манчук Валерий Тимофеевич,Отделение медицинских наук РАН,m
Маргулис Александр,Отделение медицинских наук РАН,m
Мардынский Юрий Станиславович,Отделение медицинских наук РАН,m
Марин Юрий Борисович,Отделение наук о Земле РАН,m
Маркович Дмитрий Маркович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Маркович Дмитрий Маркович,президиум,m
Маров Михаил Яковлевич,Отделение наук о Земле РАН,m
Мартиросян Радик Мартиросович,Отделение физических наук РАН,m
Мартынов Анатолий Иванович,Отделение медицинских наук РАН,m
Мартынов Иван Васильевич,Отделение химии и наук о материалах РАН,m
Мартынов Михаил Юрьевич,Отделение медицинских наук РАН,m
Мартышко Петр Сергеевич,Отделение наук о Земле РАН,m
Марфунин Арнольд Сергеевич,Отделение наук о Земле РАН,m
Марченко Владимир Александрович,Отделение математических наук РАН,m
Марьяндышев Андрей Олегович,Отделение медицинских наук РАН,m
Масленников Валерий Владимирович,Отделение наук о Земле РАН,m
Маслов Андрей Викторович,Отделение наук о Земле РАН,m
Маслов Виктор Павлович,Отделение математических наук РАН,m
Массар Жильбер,Отделение медицинских наук РАН,m
Масчан Алексей Александрович,Отделение медицинских наук РАН,m
Матвеев Виктор Анатольевич,Отделение физических наук РАН,m
Матвеев Виктор Анатольевич,президиум,m
Матвеев Сергей Владимирович,Отделение математических наук РАН,m
Матвеенко Александр Макарович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Матюхин Владимир Александрович,Отделение медицинских наук РАН,m
Матяшевский Кристоф (США),Отделение химии и наук о материалах РАН,m
Махлин Юрий Генрихович,Отделение физических наук РАН,m
Махнев Александр Алексеевич,Отделение математических наук РАН,m
Махутов Николай Андреевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Мацкеплишвили Симон Теймуразович,Отделение физиологических наук РАН,m
Мацумаэ Тацуро,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Мёбель Мориц,Отделение медицинских наук РАН,m
Медведев Вадим Андреевич,Отделение общественных наук РАН,m
Медведев Игорь Павлович,Отделение историко-филологических наук РАН,m
Медведев Михаил Андреевич,Отделение медицинских наук РАН,m
Медведева Ирина Васильевна,Отделение медицинских наук РАН,f
Меджитов Руслан Максутович,Отделение биологических наук РАН,m
Меджитов Руслан Максутович,Отделение сельскохозяйственных наук РАН,m
Медик Валерий Алексеевич,Отделение медицинских наук РАН,m
Медуницын Николай Васильевич,Отделение медицинских наук РАН,m
Меерков Семен Михайлович,Отделение нанотехнологий и информационных технологий РАН,m
Мезельсон Метью,Отделение биологических наук РАН,m
Мезельсон Метью,Отделение сельскохозяйственных наук РАН,m
Мезерв Ричард,Отделение наук о Земле РАН,m
Мелихов Игорь Витальевич,Отделение химии и наук о материалах РАН,m
Мельник Олег Эдуардович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Мельников Владимир Павлович,Отделение наук о Земле РАН,m
Мессерли Бруно,Отделение наук о Земле РАН,m
Мета Говердхан,Отделение химии и наук о материалах РАН,m
Меттлер Младший Фред А.,Отделение медицинских наук РАН,m
Мешков Игорь Николаевич,Отделение физических наук РАН,m
Мизюк Роман Владимирович,Отделение физических наук РАН,m
Микульский Константин Иванович,Отделение общественных наук РАН,m
Миллар Фергюс,Отделение историко-филологических наук РАН,m
Милнор Джон Уиллард,Отделение математических наук РАН,m
Милтон Андерс,Отделение медицинских наук РАН,m
Миндели Леван Элизбарович,Отделение общественных наук РАН,m
Минкин Владимир Исаакович,Отделение химии и наук о материалах РАН,m
Минцев Виктор Борисович,Отделение химии и наук о материалах РАН,m
Мириджанян Мушег Мисакович,Отделение медицинских наук РАН,m
Миронов Андрей Евгеньевич,Отделение математических наук РАН,m
Миронов Валерий Леонидович,Отделение физических наук РАН,m
Миронов Владимир Васильевич,Отделение общественных наук РАН,m
Миронов Владимир Фёдорович,Отделение химии и наук о материалах РАН,m
Миронов Сергей Павлович,Отделение физиологических наук РАН,m
Мирошников Анатолий Иванович,Отделение биологических наук РАН,m
Мирошников Анатолий Иванович,Отделение сельскохозяйственных наук РАН,m
Мирошников Михаил Михайлович,Отделение нанотехнологий и информационных технологий РАН,m
Митрович Драгослав Р.,Отделение медицинских наук РАН,m
Михайлов Валерий Викторович,Отделение биологических наук РАН,m
Михайлов Валерий Викторович,Отделение сельскохозяйственных наук РАН,m
Михайлов Геннадий Алексеевич,Отделение математических наук РАН,m
Михайлов Михаил Иванович,Отделение медицинских наук РАН,m
Михайлов Юрий Михайлович,Отделение химии и наук о материалах РАН,m
Михеев Сергей Викторович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Мишланов Виталий Юрьевич,Отделение медицинских наук РАН,m
Мкртчян Левон Никитович,Отделение медицинских наук РАН,m
Мовсесян Рубен Рудольфович,Отделение медицинских наук РАН,m
Моисеев Евгений Иванович,Отделение математических наук РАН,m
Моисеев Илья Иосифович,Отделение химии и наук о материалах РАН,m
Моисеев Тихон Евгеньевич,Отделение математических наук РАН,m
Моисеенко Валентин Григорьевич,Отделение наук о Земле РАН,m
Моисеенко Татьяна Ивановна,Отделение наук о Земле РАН,f
Молин Юрий Николаевич,Отделение химии и наук о материалах РАН,m
Мори Сигэфуми,Отделение математических наук РАН,m
Мороз Борис Борисович,Отделение медицинских наук РАН,m
Мороз Виктор Васильевич,Отделение медицинских наук РАН,m
Морозов Алексей Юрьевич,Отделение физических наук РАН,m
Морозов Никита Федорович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Морозов Юрий Алексеевич,Отделение наук о Земле РАН,m
Морфилл Грегор Ойген,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Москалев Алексей Александрович,Отделение биологических наук РАН,m
Москалев Алексей Александрович,Отделение сельскохозяйственных наук РАН,m
Моше Соломон,Отделение медицинских наук РАН,m
Мулюков Радик Рафикович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Муминов Талгат Аширович,Отделение медицинских наук РАН,m
Муни Гарольд,Отделение биологических наук РАН,m
Муни Гарольд,Отделение сельскохозяйственных наук РАН,m
Мунчаев Рауф Магомедович,Отделение историко-филологических наук РАН,m
Муртазаев Акай Курбанович,Отделение физических наук РАН,m
Муру Жерар Альбер,Отделение физических наук РАН,m
Мушников Николай Варфоломеевич,Отделение физических наук РАН,m
Мызников Сергей Алексеевич,Отделение историко-филологических наук РАН,m
Мюллер Карл Алекс,Отделение физических наук РАН,m
Набойченко Станислав Степанович,Отделение химии и наук о материалах РАН,m
Назайкинский Владимир Евгеньевич,Отделение математических наук РАН,m
Накамура Есикадзу,Отделение историко-филологических наук РАН,m
Намазова Адилия Аваз кызы,Отделение медицинских наук РАН,m
Напалков Валентин Васильевич,Отделение математических наук РАН,m
Напольских Владимир Владимирович,Отделение историко-филологических наук РАН,m
Нарайкин Олег Степанович,Отделение нанотехнологий и информационных технологий РАН,m
Наумов Леонид Анатольевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Нгуен Ван Хьеу,Отделение физических наук РАН,m
Нгуен Зуй Куи,Отделение общественных наук РАН,m
Недоспасов Сергей Артурович,Отделение биологических наук РАН,m
Недоспасов Сергей Артурович,Отделение сельскохозяйственных наук РАН,m
Нееф Гейнц,Отделение медицинских наук РАН,m
Незнамов Василий Петрович,Отделение физических наук РАН,m
Неизвестный Игорь Георгиевич,Отделение нанотехнологий и информационных технологий РАН,m
Нейланд Владимир Яковлевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Нейман Виктор Григорьевич,Отделение наук о Земле РАН,m
Некрасов Игорь Александрович,Отделение физических наук РАН,m
Немировский Стефан Юрьевич,Отделение математических наук РАН,m
Немова Нина Николаевна,Отделение биологических наук РАН,f
Немова Нина Николаевна,Отделение сельскохозяйственных наук РАН,f
Нероев Владимир Владимирович,Отделение медицинских наук РАН,m
Нестеренко Юрий Валентинович,Отделение математических наук РАН,m
Нетёсов Сергей Викторович,Отделение биологических наук РАН,m
Нетёсов Сергей Викторович,Отделение сельскохозяйственных наук РАН,m
Нечаев Эдуард Александрович,Отделение медицинских наук РАН,m
Нийнилуото Илькка,Отделение общественных наук РАН,m
Никаноров Анатолий Максимович,Отделение наук о Земле РАН,m
Никиас Хрисостомос Лоизос Макс,Отделение нанотехнологий и информационных технологий РАН,m
Никитин Юрий Петрович,Отделение медицинских наук РАН,m
Никишин Геннадий Иванович,Отделение химии и наук о материалах РАН,m
Николаев Алексей Всеволодович,Отделение наук о Земле РАН,m
Николаев Анатолий Витальевич,Отделение медицинских наук РАН,m
Николаев Анатолий Иванович,Отделение химии и наук о материалах РАН,m
Николаев Евгений Николаевич,Отделение нанотехнологий и информационных технологий РАН,m
Николини Клаудио,Отделение биологических наук РАН,m
Николини Клаудио,Отделение сельскохозяйственных наук РАН,m
Нифантьев Эдуард Евгеньевич,Отделение химии и наук о материалах РАН,m
Новиков Игорь Дмитриевич,Отделение физических наук РАН,m
Новиков Сергей Петрович,Отделение математических наук РАН,m
Новиков Юрий Васильевич,Отделение медицинских наук РАН,m
Новицкий Вячеслав Викторович,Отделение медицинских наук РАН,m
Новожилов Генрих Васильевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Ноздрачев Александр Данилович,Отделение физиологических наук РАН,m
Нойори Риоджи,Отделение химии и наук о материалах РАН,m
Ноллер Гарри,Отделение биологических наук РАН,m
Ноллер Гарри,Отделение сельскохозяйственных наук РАН,m
Носов Михаил Григорьевич,Отделение глобальных проблем и международных отношений РАН,m
Нудлер Евгений,Отделение биологических наук РАН,m
Нудлер Евгений,Отделение сельскохозяйственных наук РАН,m
О’Брайен Стефан Джеймс,Отделение биологических наук РАН,m
О’Брайен Стефан Джеймс,Отделение сельскохозяйственных наук РАН,m
Обминский Эрнест Евгеньевич,Отделение общественных наук РАН,m
Образцов Владимир Федорович,Отделение физических наук РАН,m
Обуэн Жан,Отделение наук о Земле РАН,m
Овчинников Лев Павлович,Отделение биологических наук РАН,m
Овчинников Лев Павлович,Отделение сельскохозяйственных наук РАН,m
Оганесян Юрий Цолакович,Отделение физических наук РАН,m
Оганов Рафаэль Гегамович,Отделение медицинских наук РАН,m
Огородова Людмила Михайловна,Отделение медицинских наук РАН,f
Одинаев Фарход Исматуллаевич,Отделение медицинских наук РАН,m
Одинак Мирослав Михайлович,Отделение медицинских наук РАН,m
Оеме Петер,Отделение медицинских наук РАН,m
Озерин Александр Никифорович,Отделение химии и наук о материалах РАН,m
Ольховский Гурген Гургенович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Омаров Султан-Мурад Асланович,Отделение медицинских наук РАН,m
Онищенко Геннадий Григорьевич,Отделение медицинских наук РАН,m
Оноприенко Геннадий Алексеевич,Отделение медицинских наук РАН,m
Опазо Энрике Аккорси,Отделение медицинских наук РАН,m
Опарин Виктор Николаевич,Отделение наук о Земле РАН,m
Орлов Сергей Владимирович,Отделение медицинских наук РАН,m
Осико Вячеслав Васильевич,Отделение нанотехнологий и информационных технологий РАН,m
Осипов Владимир Васильевич,Отделение физических наук РАН,m
Османов Ахмед Ибрагимович,Отделение историко-филологических наук РАН,m
Отеллин Владимир Александрович,Отделение физиологических наук РАН,m
Павленко Александр Николаевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Павлов Вадим Николаевич,Отделение биологических наук РАН,m
Павлов Вадим Николаевич,Отделение сельскохозяйственных наук РАН,m
Павлов Валентин Николаевич,Отделение медицинских наук РАН,m
Павловский Юрий Николаевич,Отделение математических наук РАН,m
Пайнс Дэвид,Отделение физических наук РАН,m
Пал Ленард,Отделение физических наук РАН,m
Палеев Николай Романович,Отделение медицинских наук РАН,m
Палеев Филипп Николаевич,Отделение медицинских наук РАН,m
Палис Жакоб,Отделение математических наук РАН,m
Пальцев Михаил Александрович,Отделение физиологических наук РАН,m
Пальчун Владимир Тимофеевич,Отделение медицинских наук РАН,m
Панайотопулос Георгиос,Отделение медицинских наук РАН,m
Панарин Евгений Федорович,Отделение химии и наук о материалах РАН,m
Панза Джулиано,Отделение наук о Земле РАН,m
Панин Виктор Евгеньевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Панин Иван Александрович,Отделение математических наук РАН,m
Панченко Леонид Федорович,Отделение медицинских наук РАН,m
Парийский Юрий Николаевич,Отделение физических наук РАН,m
Пармон Валентин Николаевич,президиум,m
Пархоменко Павел Павлович,Отделение нанотехнологий и информационных технологий РАН,m
Пархомчук Василий Васильевич,Отделение физических наук РАН,m
Парцингер Герман,Отделение историко-филологических наук РАН,m
Паршин Алексей Николаевич,Отделение математических наук РАН,m
Паршин Владимир Дмитриевич,Отделение медицинских наук РАН,m
Патон Борис Евгеньевич,Отделение химии и наук о материалах РАН,m
Паутов Виктор Николаевич,Отделение медицинских наук РАН,m
Пахлов Павел Николаевич,Отделение физических наук РАН,m
Пашинин Павел Павлович,Отделение физических наук РАН,m
Пейн Дэвид Нил,Отделение нанотехнологий и информационных технологий РАН,m
Пеков Игорь Викторович,Отделение наук о Земле РАН,m
Персин Леонид Семенович,Отделение медицинских наук РАН,m
Перцов Сергей Сергеевич,Отделение медицинских наук РАН,m
Петеркова Валентина Александровна,Отделение медицинских наук РАН,f
Петренко Виктор Федорович,Отделение общественных наук РАН,m
Петреня Юрий Кирилович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Петров Владимир Иванович,Отделение медицинских наук РАН,m
Петров Игорь Борисович,Отделение математических наук РАН,m
Петров Рэм Викторович,Отделение биологических наук РАН,m
Петров Рэм Викторович,Отделение сельскохозяйственных наук РАН,m
Петров Юрий Викторович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Петрукович Анатолий Алексеевич,Отделение физических наук РАН,m
Петрунов Богдан Николов,Отделение медицинских наук РАН,m
Петухов Вячеслав Георгиевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Пешехонов Владимир Григорьевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Пивоваров Юрий Петрович,Отделение медицинских наук РАН,m
Пиголкин Юрий Иванович,Отделение медицинских наук РАН,m
Пиккетт Джордж Ричард,Отделение физических наук РАН,m
Пименов Евгений Васильевич,Отделение нанотехнологий и информационных технологий РАН,m
Пиотровский Михаил Борисович,Отделение историко-филологических наук РАН,m
Пиронно Оливье,Отделение математических наук РАН,m
Пискунов Геннадий Захарович,Отделение медицинских наук РАН,m
Письменный Вячеслав Дмитриевич,Отделение физических наук РАН,m
Питаевский Лев Петрович,Отделение физических наук РАН,m
Пландер Иван,Отделение нанотехнологий и информационных технологий РАН,m
Плотников Павел Игоревич,Отделение математических наук РАН,m
Плунгян Владимир Александрович,Отделение историко-филологических наук РАН,m
Поддубная Ирина Владимировна,Отделение медицинских наук РАН,f
Подзолков Владимир Петрович,Отделение медицинских наук РАН,m
Покровский Анатолий Владимирович,Отделение медицинских наук РАН,m
Покровский Андрей Георгиевич,Отделение медицинских наук РАН,m
Покровский Валентин Иванович,Отделение медицинских наук РАН,m
Покусаев Борис Григорьевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Покушалов Евгений Анатольевич,Отделение медицинских наук РАН,m
Полани Джон Чарльз,Отделение химии и наук о материалах РАН,m
Полонский Александр Борисович,Отделение наук о Земле РАН,m
Полосьмак Наталья Викторовна,Отделение историко-филологических наук РАН,f
Полтерович Виктор Меерович,Отделение общественных наук РАН,m
Полунина Наталья Валентиновна,Отделение медицинских наук РАН,f
Полушин Юрий Сергеевич,Отделение медицинских наук РАН,m
Поляков Александр Маркович,Отделение физических наук РАН,m
Поляков Владимир Георгиевич,Отделение медицинских наук РАН,m
Поляков Глеб Владимирович,Отделение наук о Земле РАН,m
Поляков Мартин,Отделение химии и наук о материалах РАН,m
Пономарев-Степной Николай Николаевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Попов Владимир Олегович,Отделение нанотехнологий и информационных технологий РАН,m
Попов Гарри Алексеевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Попов Сергей Валентинович,Отделение медицинских наук РАН,m
Порфирьев Борис Николаевич,Отделение общественных наук РАН,m
Порядин Геннадий Васильевич,Отделение медицинских наук РАН,m
Поспелов Игорь Гермогенович,Отделение математических наук РАН,m
Поташов Лев Васильевич,Отделение медицинских наук РАН,m
Потекаев Николай Сергеевич,Отделение медицинских наук РАН,m
Походенко Виталий Дмитриевич,Отделение химии и наук о материалах РАН,m
Предтеченский Михаил Рудольфович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Пресс Франк,Отделение наук о Земле РАН,m
Привалов Петр Леонидович,Отделение биологических наук РАН,m
Привалов Петр Леонидович,Отделение сельскохозяйственных наук РАН,m
Приходько Вячеслав Михайлович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Протасов Владимир Юрьевич,Отделение математических наук РАН,m
Пудалов Владимир Моисеевич,Отделение физических наук РАН,m
Пустошный Александр Владимирович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Пухначев Владислав Васильевич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Пучков Виктор Николаевич,Отделение наук о Земле РАН,m
Пучков Лев Александрович,Отделение наук о Земле РАН,m
Пушкарь Дмитрий Юрьевич,Отделение медицинских наук РАН,m
Пфайффер Фридрих,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Пышный Дмитрий Владимирович,Отделение биологических наук РАН,m
Пышный Дмитрий Владимирович,Отделение сельскохозяйственных наук РАН,m
Рабиновиц Пол Генри,Отделение математических наук РАН,m
Рабинович Михаил Израилевич,Отделение физических наук РАН,m
Рабкин Иосиф Хаимович,Отделение медицинских наук РАН,m
Рагино Юлия Игоревна,Отделение медицинских наук РАН,f
Рагульский Валерий Валерианович,Отделение физических наук РАН,m
Рагульскис Казимерас Миколович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Радзинский Виктор Евсеевич,Отделение медицинских наук РАН,m
Радионченко Анна Алексеевна,Отделение медицинских наук РАН,f
Раевский Кирилл Сергеевич,Отделение медицинских наук РАН,m
Раевский Клаус,Отделение физиологических наук РАН,m
Разборов Александр Александрович,Отделение математических наук РАН,m
Разин Сергей Владимирович,Отделение биологических наук РАН,m
Разин Сергей Владимирович,Отделение сельскохозяйственных наук РАН,m
Разумов Владимир Федорович,Отделение химии и наук о материалах РАН,m
Разумовский Александр Юрьевич,Отделение медицинских наук РАН,m
Райно Доминик,Отделение наук о Земле РАН,m
Ракич Любиша,Отделение биологических наук РАН,m
Ракич Любиша,Отделение сельскохозяйственных наук РАН,m
Рантанен Йорма,Отделение медицинских наук РАН,m
Рао Чинтамани Нагеса Рамачандра,Отделение химии и наук о материалах РАН,m
Ратахин Николай Александрович,Отделение физических наук РАН,m
Рачков Валерий Иванович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Ребров Алексей Кузьмич,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Ревердатто Владимир Викторович,Отделение наук о Земле РАН,m
Ревин Питер,Отделение биологических наук РАН,m
Ревин Питер,Отделение сельскохозяйственных наук РАН,m
Регулла Дитер,Отделение медицинских наук РАН,m
Резчиков Александр Федорович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Ремпель Андрей Андреевич,Отделение химии и наук о материалах РАН,m
Ренфрью Колин,Отделение историко-филологических наук РАН,m
Репина Лорина Петровна,Отделение историко-филологических наук РАН,f
Решетников Андрей Вениаминович,Отделение медицинских наук РАН,m
Решетняк Виталий Кузьмич,Отделение медицинских наук РАН,m
Решетняк Юрий Григорьевич,Отделение математических наук РАН,m
Решмин Сергей Александрович,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Ржиман Йозеф,Отделение биологических наук РАН,m
Ржиман Йозеф,Отделение сельскохозяйственных наук РАН,m
Риенмюллер Райнер,Отделение медицинских наук РАН,m
Ризотто Джиан Гвидо,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Рингсдорф Хельмут,Отделение химии и наук о материалах РАН,m
Ринкевич Анатолий Брониславович,Отделение нанотехнологий и информационных технологий РАН,m
Рис Мартин Джон,Отделение физических наук РАН,m
Ритчи Роберт,"Отделение энергетики, машиностроения, механики и процессов управления РАН",m
Роески Херберт Вальтер,Отделение химии и наук о материалах РАН,m
Розанов Николай Николаевич,Отделение физических наук РАН,m
